BAIdentifier,BALegalName,BAAddress,BAPhoneNumber,BACorporateStatus,BACorporateStatusEffectiveDate,AmalgamatedIntoBAID,AmalgamatedIntoBALegalName,BAAmalgamationEstablishedDate,BALicenceEligibilityType,BALicenceEligibiltyDesc,BAAbbreviatedName
0K08,TRIMBLE CONSULTANTS LTD,BOX 6525 STN D    CALGARY AB CA T2P 3G7,999-999-9999,CONTINUED OUT,1976-03-31,,,,01,Not Eligible,TRIMBLE CONS
0K09,DUNNETT THOMAS A. ,3035 Underhill Dr NW    Calgary AB CA T2N 4E4,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"DUNNETT, T.A."
0K0A,MCCUNE MOLLY ,4408 114 St NW    Edmonton AB CA T6J 1N1,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MCCUNE, MOLLY"
0K0B,MCDONALD FRANK ,PO BOX 229    SELISTA BC CA V2E 1L0,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MCDONALD, FRAN"
0K0C,MCDONELL DUNCAN A,900-444 7 Ave SW    Calgary AB CA T2P 0X8,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MCDONELL, DUNC"
0K0D,MCDONNEL ISOBEL MAUDE ,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MCDONNEL, ISOB"
0K0E,MCGOWAN ELSIE BERYL ,PO BOX 2681    STONY PLAIN AB CA T7Z 1Y2,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MCGOWAN, ELSIE"
0K0F,MCGREGOR EDWARD INCORPORATED,31 Edgepark Rise NW    Calgary AB CA T3A 4G4,999-999-9999,STRUCK,2009-08-02,,,,01,Not Eligible,MCGREGOR EDWAR
0K0G,MCGREGOR G. A. ,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,1986-01-01,,,,01,Not Eligible,"MCGREGOR, G. A"
0K0H,MCJANNET RICH,1710-330 Portage Ave    Winnipeg MB CA R3C 0C4,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,MCJANNET RICH
0K0J,MCKEEN INVESTMENTS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,CONTINUED OUT,2002-10-01,,,,01,Not Eligible,MCKEEN INVESTM
0K0K,MCKINNON ROSS REGINALD ,280 Elizabeth Dr    Salt Spring Island BC CA V8K 1J5,999-999-9999,NON REGISTERED,1987-05-01,,,,01,Not Eligible,
0K0L,MCLEAN INVESTMENTS LTD.,194181 Priddis Valley Rd W    Foothills AB CA T0L 1W4,403-931-2383,ACTIVE,1994-01-01,,,,01,Not Eligible,MCLEAN INVESTM
0K0M,FALCON EXPLORATION LTD.,31218 Elbow River Dr    Calgary AB CA T3Z 2T8,403-234-8134,ACTIVE,1994-01-01,,,,01,Not Eligible,MCLEAN OIL & G
0K0N,MCLEAN HAMILTON JAMES,522 NE 2ND PL    DANIA BEACH FL US 33004-2902,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MCLEAN, HAMILT"
0K0P,MCLEAN PATRICIA R,401 9 AVE SW PO BOX 130   CALGARY AB CA T2P 2H7,999-999-9999,NON REGISTERED,1984-12-01,,,,01,Not Eligible,"MCLEAN, PATRIC"
0K0R,MCLEOD MARIE T ,208 7 AVE NE    CALGARY AB CA T2E 0M7,999-999-9999,NON REGISTERED,1993-08-01,,,,01,Not Eligible,"MCLEOD, MARIE"
0K0T,MCMAHON RICHARD WALLACE (ESTATE OF) ,6218 S LEWIS SUITE 104    TULSA OK US 741361030,918-747-8086,NON REGISTERED,1984-12-01,,,,01,Not Eligible,"MCMAHON, RICHA"
0K0W,WIKLUN MARGARET ELAINE ADMINISTRATRICES OF ,578 MILLBOURNE RD E SUITE 214    EDMONTON AB CA T6K 3N4,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MCMILLAN, ANGE"
0K0X,MCMILLAN GRACE ELIZABETH ,419-730 Cottonwood Ave    Kamloops BC CA V2B 8M6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MCMILLAN, GRAC"
0K0Y,MCVESTCO HOLDINGS LTD,800 5 AVE SW SUITE 2100    CALGARY AB CA T2P 3T6,999-999-9999,CONTINUED OUT,2004-07-16,,,,01,Not Eligible,MCVESTCO HOLDI
0K0Z,MEDINA EXPLORATION COMPANY LIMITED,306 W SUNSET RD SUITE 115    SAN ANTONIO TX US 78209,999-999-9999,STRUCK,2023-07-02,,,,01,Not Eligible,MEDINA EXPLORA
0K10,EOG RESOURCES CANADA INC,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0K13,EOG RESOURCES CANADA INC.,2002-10-31,01,Not Eligible,
0K11,SASKATCHEWAN POWER CORPORATION,2025 Victoria Ave    Regina SK CA S4P 0S1,999-999-9999,ACTIVE,1984-12-01,,,,01,Not Eligible,SASK POWER
0K12,RUNDLE PETROLEUMS LTD.,163 West Springs Rd SW    Calgary AB CA T3H 4P6,403-288-7703,ACTIVE,1994-01-01,,,,02,General Eligibility,RUNDLE PETRO
0K13,EOG RESOURCES CANADA INC.,2100-855 2 St SW    Calgary AB CA T2P 4J8,403-517-6700,AMALGAMATED,2015-01-01,0HE9,CANADIAN NATURAL RESOURCES LIMITED,2015-03-31,01,Not Eligible,EOG 
0K14,GRAHAM-MICHAELIS PETROLEUM LTD,211 NORTH BROADWAY PO BOX 247   WICHITA KS US 67201,999-999-9999,STRUCK,1988-03-01,,,,03,Limited Eligibility,GRAH-MICHAELIS
0K15,METHANEX CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1982-01-29,,,,03,Limited Eligibility,
0K16,ULSTER PETROLEUMS LTD.,324 8 AVE SW SUITE 1600    CALGARY AB CA T2P 2Z5,999-999-9999,AMALGAMATED,2000-07-01,0T65,DEVON AOG CORPORATION,2002-10-31,01,Not Eligible,DEVON AGO CORP
0K17,LCM RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0AP5,LCM RESOURCES LTD,2002-10-31,01,Not Eligible,
0K18,MUTUAL EXPLORATION FUNDS INC,1331 LAMAR ST SUITE 900    HOUSTON TX US 770103088,999-999-9999,STRUCK,1989-11-01,,,,03,Limited Eligibility,MUTUAL EXPLORA
0K19,WHITE SHIELD OIL AND GAS (CANADA) LIMITED,PO BOX 2139 1601 SOUTH MAIN ST   TULSA OK US 74104,999-999-9999,STRUCK,1977-01-31,,,,03,Limited Eligibility,WHITE SHIELD O
0K1A,MEETING CREEK RESOURCES LTD.,167 LAKE ARROW GREEN SE    CALGARY AB CA T2J 3C1,999-999-9999,DISSOLUTION/DISSOLVED,2016-08-18,,,,01,Not Eligible,MEETING CREEK
0K1B,MENEHUNE RESOURCES LTD.,2370-440 2 Ave SW    Calgary AB CA T2P 5E9,403-232-3305,STRUCK,2021-09-02,,,,01,Not Eligible,MENEHUNE RESOU
0K1C,MERCEDES EXPLORATION LTD,333 11 AVE SW SUITE 400    CALGARY AB CA T2R 1L9,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,MERCEDES EXPLO
0K1D,MERCHANT OIL & GAS,101-5555 Elbow Dr SW    Calgary AB CA T2V 1H7,999-999-9999,ACTIVE,1997-01-01,,,,01,Not Eligible,MERCHANT OIL &
0K1E,MEREAU PIERCE ,700 9 AVE SW SUITE 1900    CALGARY AB CA T2P 3V4,999-999-9999,NON REGISTERED,1986-01-01,,,,01,Not Eligible,"MEREAU, PIERCE"
0K1F,MEREAU PIERRE L,3-55 9 Ave SE    High River AB CA T1V 1E6,999-999-9999,NON REGISTERED,1994-01-01,,,,01,Not Eligible,"MEREAU, PIERRE"
0K1G,MERIDIAN DEVELOPMENTS INC.,1931 10 St SW    Calgary AB CA T2T 3G2,999-999-9999,DISSOLUTION/DISSOLVED,2011-08-29,,,,01,Not Eligible,MERIDIAN DEVEL
0K1H,MESA OPERATING LIMITED PARTNERSHIP,1400-607 8 AVE SW    CALGARY AB CA T2P 0A7,999-999-9999,NON REGISTERED,1994-01-01,,,,01,Not Eligible,MESA OPERATING
0K1J,METARIS INC,650 STEEPROCK DR    DOWNSVIEW ON CA M3J 2X1,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,METARIS INC.
0K1K,METIS SETTLEMENTS GENERAL COUNCIL,101-10335 172 St NW    Edmonton AB CA T5S 1K9,780-822-4096,NON REGISTERED,1996-01-01,,,,01,Not Eligible,METIS SETTLEME
0K1L,"MEYER, ALVIN F",PO Box 88    Heisler AB CA T0B 2A0,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MEYER, ALVIN F"
0K1M,MEYERS NORRIS PENNY & CO,521 3 AVE SW SUITE 400    CALGARY AB CA T2P 3T3,999-999-9999,ACTIVE,2002-10-01,,,,01,Not Eligible,MEYERS NORRIS
0K1N,"MEYERS-LASHER, INC.",PO BOX 79898    HOUSTON TX US 77279-9898,713-493-1710,STRUCK,2016-09-02,,,,01,Not Eligible,"MEYERS-LASHER,"
0K1P,MFS HOLDINGS LTD.,12147 Wascana Hts    Regina SK CA S4V 3B4,306-525-8200,STRUCK,2009-07-02,,,,01,Not Eligible,MFS HOLDINGS L
0K1R,MHL HOLDINGS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,MHL HOLDINGS L
0K1T,MIAMI RESOURCES LTD,239 12 AVE SW SUITE 207    CALGARY AB CA T2R 1H6,999-999-9999,STRUCK,2004-01-02,,,,01,Not Eligible,MIAMI RESOURCE
0K1W,SMITH MICHAEL ,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,1985-03-01,,,,01,Not Eligible,MICHAEL SMITH
0K1X,MIDAS OIL LTD,2003 Briar Cres NW    Calgary AB CA T2N 3V6,999-999-9999,STRUCK,2003-02-02,,,,01,Not Eligible,MIDAS OIL LTD
0K1Y,MIDLAND RESOURCES INC.,1640-311 6 Ave SW    Calgary AB CA T2P 3H2,403-263-9499,ACTIVE,1999-01-01,,,,01,Not Eligible,MIDLAND RESOUR
0K1Z,MIKAUD OILS LTD.,PO BOX 6280    INNISFAIL AB CA T4G 1S9,403-663-1009,ACTIVE,2010-09-02,,,,01,Not Eligible,MIKAUD OILS LT
0K20,GLACIER AMMONIA LTD,425 1 ST SW SUITE 1200    CALGARY AB CA T2P 3V7,999-999-9999,STRUCK,1995-06-01,,,,03,Limited Eligibility,GLACIER AMMNIA
0K21,SULPETRO LIMITED,BOW VALLEY SQ II 205 5 AVE SW SUITE 1200   CALGARY AB CA T2P 4B9,999-999-9999,STRUCK,1994-04-01,,,,03,Limited Eligibility,
0K22,TACOMA PETROLEUMS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,ACTIVE,2002-10-01,,,,03,Limited Eligibility,TACOMA PETROLE
0K23,ADA OIL COMPANY OF CANADA LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1975-08-30,,,,03,Limited Eligibility,ADA OIL CO
0K24,KILLORAN KEVIN ,PO BOX 3260    WAINWRIGHT AB CA T9W 1T2,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,"KILLORAN, K."
0K25,TALPEY JAMES R ,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,
0K26,WESTBURNE PETROLEUM & MINERALS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0K27,WESTBURNE PETROLEUM & MINERALS LTD,2002-10-31,01,Not Eligible,
0K27,WESTBURNE PETROLEUM & MINERALS LTD,BARRISTERS & SOLICITORS 855 2 ST SW SUITE 4500   CALGARY AB CA T2P 4K7,999-999-9999,STRUCK,1994-07-01,,,,03,Limited Eligibility,WESTBURNE PETR
0K28,KILROY CANADIAN OIL CORPORATION,SUITE 1908    HOUSTON TX US 77002,999-999-9999,STRUCK,1981-09-30,,,,03,Limited Eligibility,KILROY CANADIA
0K29,DEVON CANADA ULC,100-400 3 Ave SW    Calgary AB CA T2P 4H2,403-232-7100,ACTIVE,1984-12-01,,,,02,General Eligibility,DEVON CANADA C
0K2A,MILLANE INC,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,1989-01-01,,,,01,Not Eligible,MILLANE INC
0K2B,MILLIKEN COMPANY AGENCIES LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,1986-01-01,,,,01,Not Eligible,MILLIKEN COMPA
0K2C,MILTON CHARLES FLYNN ,13135 65 St NW    Edmonton AB CA T5A 1A2,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,MILTON CHARLES
0K2D,MINAKI MINERALS LTD.,1108-318 26 Ave SW    Calgary AB CA T2S 2T9,403-245-0422,STRUCK,2021-09-02,,,,01,Not Eligible,MINAKI MINERAL
0K2E,MINEFUND DEVELOPMENT CORPORATION,1288 MARINASIDE CR SUITE 116    VANCOUVER BC CA V6Z 2W5,999-999-9999,STRUCK,2002-11-02,,,,01,Not Eligible,MINEFUND DEVEL
0K2F,MOCO PETROLEUM LTD.,PO Box 91034 Rpo Royal Oak    Calgary AB CA T3G 5W6,403-454-1379,ACTIVE,2011-08-10,,,,01,Not Eligible,MOCO PETROLEUM
0K2G,MOHICAN OIL AND GAS LTD.,748 MACLEAN AVE    KENILWORTH IL US 60043,403-249-0606,ACTIVE,1986-01-01,,,,01,Not Eligible,MOHICAN OIL AN
0K2H,"MOLCHAN, MYRON (ESTATE)",112 Millview Sq SW    Calgary AB CA T2Y 3Y5,999-999-9999,NON REGISTERED,1997-01-01,,,,01,Not Eligible,"MOLCHAN, MYRON"
0K2J,MONAGHAN JOHN TERENCE ,10514 80 St NW    Edmonton AB CA T6A 3J7,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MONAGHAN, JOHN"
0K2K,MONARCH ENTERPRISES LTD,SITE 23 BOX 9 RR 4   CALGARY AB CA T2M 4L4,999-999-9999,STRUCK,2004-02-02,,,,01,Not Eligible,MONARCH ENTERP
0K2L,MONROE ENERGY INC.,1403 25A St SW    Calgary AB CA T3C 1J8,403-862-3380,AMALGAMATED,2005-08-09,0ZG9,MARKEDON ENERGY LTD.,2005-08-31,01,Not Eligible,MONROE ENERGY
0K2M,MONTANA COUNCIL OF THE BOY SCOUTS OF AMERICA,PO BOX 3226    GREAT FALLS MT US 59403,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,MONTANA COUNCI
0K2N,MONTGOMERY EXPLORATION CO. LTD.,2701 State St    Dallas TX US 75204-2634,214-742-1160,ACTIVE,1986-11-01,,,,01,Not Eligible,MONTGOMERY EXP
0K2P,MONTIN GARY J ,255 5 AVE SW SUTIE 1900    CALGARY AB CA T2P 3G6,999-999-9999,NON REGISTERED,1991-01-01,,,,01,Not Eligible,"MONTIN, GARY J"
0K2R,MONTREAL TRUST COMPANY (EDMONTON),530 8 AVE SW FLOOR 6    CALGARY AB CA T2P 3S8,403-267-6800,NON REGISTERED,1984-12-01,,,,01,Not Eligible,MONTREAL TRUST
0K2T,MONTREAL TRUST COMPANY,324 8 AVE SW SUITE 800    CALGARY AB CA T2P 2Z2,999-999-9999,AMALGAMATED,2002-12-02,0K2X,MONTREAL TRUST COMPANY OF CANADA,2003-09-30,01,Not Eligible,MONTREAL TRUST
0K2W,STERLING ROYALTIES,530 8 AVE SW SUITE 700    CALGARY AB CA T2P 3S8,403-267-6800,NON REGISTERED,1994-01-01,,,,01,Not Eligible,MONTREAL TRUST
0K2X,MONTREAL TRUST COMPANY OF CANADA,324 8 AVE SW SUITE 800    CALGARY AB CA T2P 2Z2,403-267-6800,ACTIVE,1995-01-01,,,,01,Not Eligible,MONTREAL TRUST
0K2Y,ALBERTA PACIFIC ROYALTIES #1 WELL NET ROYALTY,530 8 AVE SW SUITE 600    CALGARY AB CA T2P 3S8,999-999-9999,NON REGISTERED,1994-01-01,,,,01,Not Eligible,MONTREAL TRUST
0K2Z,DAVIES PETROLEUM #4 NET ROYALTY TRUST MONTREAL TRUST COMPANY OF CANADA,530 8 AVE SW SUITE 600    CALGARY AB CA T2P 3S8,999-999-9999,NON REGISTERED,1994-01-01,,,,01,Not Eligible,MONTREAL TRUST
0K30,CANYON PETROLEUMS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1993-08-04,,,,03,Limited Eligibility,CANYON PETRO
0K31,CANADA CORE ANALYSIS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1977-04-30,,,,01,Not Eligible,
0K32,WESTBURNE PETROLEUM & MINERALS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0K27,WESTBURNE PETROLEUM & MINERALS LTD,2002-10-31,01,Not Eligible,
0K33,ANADARKO CANADA CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0031,ANADARKO CANADA CORPORATION,2002-10-31,01,Not Eligible,
0K34,BURLINGTON RESOURCES CANADA LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0BL1,CONOCOPHILLIPS CANADA (BRC) LTD.,2002-10-31,01,Not Eligible,
0K35,D O BOSSORT CONSULTANTS LTD,312 PETROLEUM BUILDING    BILLINGS MT US 59101,999-999-9999,STRUCK,1982-09-15,,,,03,Limited Eligibility,BOSSORT CONS
0K36,CONSOLIDATED AD ASTRA MINERALS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1989-01-01,,,,03,Limited Eligibility,CONSL AD ASTRA
0K37,COLEMAN GAS SYSTEM,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,COLEMAN GAS
0K38,GALLEON OIL CO LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1979-09-15,,,,03,Limited Eligibility,GALLEON OIL
0K39,"BUTTES RESOURCES CANADA, LTD",LAND MANAGER 401 9 AVE SW PO BOX 130   CALGARY AB CA T2P 2H7,999-999-9999,STRUCK,1997-10-01,,,,03,Limited Eligibility,BUTTES RES
0K3A,TURNER VALLEY UNIT #3 IN TRUST COMPUTERSHARE TRUST COMPANY OF CANADA,324 8 AVENUE SW SUITE 800    CALGARY AB CA T2P 2Z2,403-267-6800,NON REGISTERED,2000-01-01,,,,01,Not Eligible,MONTREAL TRUST
0K3B,TURNER VALLEY UNIT #4 IN TRUST COMPUTERSHARE TRUST COMPANY OF CANADA,324 8 AVE SW SUITE 800    CALGARY AB CA T2P 2Z2,403-267-6800,NON REGISTERED,1999-01-01,,,,01,Not Eligible,MONTREAL TRUST
0K3C,TURNER VALLEY UNIT #5 IN TRUST COMPUTERSHARE TRUST COMPANY OF CANADA,324 8 AVE SW SUITE 800    CALGARY AB CA T2P 2Z2,403-267-6800,ACTIVE,1999-01-01,,,,01,Not Eligible,MONTREAL TRUST
0K3D,TURNER VALLEY UNIT #6 IN TRUST COMPUTERSHARE TRUST COMPANY OF CANADA,800-324 8 Ave SW    Calgary AB CA T2P 2Z2,403-267-6800,ACTIVE,2001-01-01,,,,01,Not Eligible,
0K3E,TURNER VALLEY UNIT #7 IN TRUST COMPUTERSHARE TRUST COMPANY OF CANADA,324 8 AVE SW SUITE 800    CALGARY AB CA T2P 2Z2,403-267-6800,ACTIVE,1999-01-01,,,,01,Not Eligible,MONTREAL TRUST
0K3F,SAGE OIL & GAS INC.,3415 6 St SW    Calgary AB CA T2S 2M5,403-287-1446,ACTIVE,1997-01-01,,,,03,Limited Eligibility,MORENA RESOURC
0K3G,MORK LEONARD L ,42 WOODMEADOW CL SW    CALGARY AB CA T2W 4L8,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MORK, LEONARD"
0K3H,MORRIS VENTURES NO. 1 LIMITED,47 Lott Creek Hollow    Calgary AB CA T3Z 3A9,999-999-9999,DISSOLUTION/DISSOLVED,2012-01-09,,,,01,Not Eligible,MORRIS VENTURE
0K3J,MORRISON DONALD C,112-165 Division St    Cobourg ON CA K9A 0B3,905-377-8433,NON REGISTERED,1994-01-01,,,,01,Not Eligible,"MORRISON, DONA"
0K3K,MORTON ARNOLD NEWMAN II,7620 CHICO WAY NW    BREMERTON WA US 98312,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MORTON, ARNOLD"
0K3L,MOULTON GAIL F JR ,80345 Mountain Dr    Trona CA US 93562-1510,999-999-9999,NON REGISTERED,1984-12-01,,,,01,Not Eligible,"MOULTON, GAIL"
0K3M,MOULTON WILLIS RAY,    BOONTON NJ US 070059157,973-334-0616,NON REGISTERED,1984-12-01,,,,01,Not Eligible,"MOULTON, WILLI"
0K3N,M-P OILS LTD.,144 4 AVE SW SUITE 2480    CALGARY AB CA T2P 3N4,999-999-9999,STRUCK,2010-05-02,,,,01,Not Eligible,M-P OILS LTD.
0K3P,MTC RESOURCES LTD.,4115 VARSITY RD NW    CALGARY AB CA T3B 2Y5,999-999-9999,DISSOLUTION/DISSOLVED,2009-01-06,,,,01,Not Eligible,MTC RESOURCES
0K3R,MUELLER J.F,427 S BOSTON SUITE 240    TULSA OK US 74103-4100,999-999-9999,NON REGISTERED,1996-01-01,,,,01,Not Eligible,"MUELLER, J. F."
0K3T,MUIRFIELD PETROLEUM CORP.,2900-240 4 Ave SW    Calgary AB CA T2P 4H4,403-233-0224,ACTIVE,1993-01-01,,,,01,Not Eligible,MUIRFIELD PETR
0K3W,MUIRFIELD PETROLEUM CORPORATION,2200-300 5 Ave SW    Calgary AB CA T2P 3C4,403-532-8800,ACTIVE,2021-08-31,,,,01,Not Eligible,MUIRFIELD PETR
0K3X,FLAGSTAFF COUNTY,12435 TWP RD 442 PO BOX 358   SEDGEWICK AB CA T0B 4C0,780-384-4100,NON REGISTERED,1998-01-28,,,,01,Not Eligible,MUNICIPAL DIST
0K3Y,MURRAY & COMPANY LIMITED,502-40 University Ave    Toronto ON CA M5J 1S3,999-999-9999,ACTIVE,2002-10-01,,,,01,Not Eligible,MURRAY & COMPA
0K3Z,MURTO ALEXANDER ,    BENALTO AB CA T0M 0H0,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MURTO, ALEXAND"
0K40,"PRAIRIE OIL ROYALTIES COMPANY, LTD",715 5 Ave SW    Calgary AB CA T2P 2X6,999-999-9999,AMALGAMATED,2002-10-01,0Y6L,"PRAIRIE OIL ROYALTIES COMPANY (AMALGAMATED), LTD",2002-10-31,01,Not Eligible,
0K41,BP CANADA ENERGY RESOURCES COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,AMALGAMATED,2002-10-01,0LF3,BP CANADA ENERGY RESOURCES COMPANY,2002-10-31,01,Not Eligible,
0K42,LINK THEO W. ,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,
0K43,D L POULTRY RANCH LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1985-04-01,,,,03,Limited Eligibility,
0K44,ALBERTA PETROLEUM & RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,STRUCK,1985-03-01,,,,03,Limited Eligibility,
0K45,GANDER PETROLEUMS LIMITED,3634 13A St SW    Calgary AB CA T2T 3S7,999-999-9999,CONTINUED OUT,2003-11-14,,,,01,Not Eligible,GANDER PETRO
0K46,MACLEOD NORMAN CAREW ,9945 108 ST    EDMONTON AB CA T5K 2G6,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"MACLEOD, N.C"
0K47,"LEE, WILLIAM (ESTATE)",31 SCIMITAR LANDING NW    CALGARY AB CA T3L 2B4,403-547-7875,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,"LEE, WILLIAM"
0K48,STAFFORD RAY ,PO BOX 1017    BROOKS AB CA T1R 1B8,999-999-9999,NON REGISTERED,2002-10-01,,,,03,Limited Eligibility,"STAFFORD, RAY"
0K49,CANPAR OIL & GAS LTD,PO BOX 200    CALGARY AB CA T2P 2H8,999-999-9999,STRUCK,1984-05-25,,,,03,Limited Eligibility,CANPAR OIL&GAS
0K4A,NAHANNI MINES LTD,330 BAY ST SUITE 1107    TORONTO ON CA M5H 2S8,999-999-9999,NON REGISTERED,1989-01-01,,,,01,Not Eligible,NAHANNI MINES
0K4B,NAL ENERGY INC.,550 6 AVE SW SUITE 600    CALGARY AB CA T2P 0S2,403-515-3408,AMALGAMATED,2010-12-31,A1H0,NAL PETROLEUM (ACE) LTD.,2011-03-31,01,Not Eligible,NAL ENERGY INC
0K4C,NANCY OIL & GAS LTD,606 7 AVE SW FLOOR 2    CALGARY AB CA T2P 0Y7,999-999-9999,ACTIVE,2002-10-01,,,,01,Not Eligible,NANCY OIL & GA
0K4D,NARAL RESOURCES LTD.,PO BOX 6777 STN D    CALGARY AB CA T2P 2E7,999-999-9999,STRUCK,2019-12-02,,,,01,Not Eligible,NARAL RESOURCE
0K4E,NARAYAN CONSULTANTS LTD.,35 Royal Ridge Terr NW    Calgary AB CA T3G 5Y9,403-852-2950,ACTIVE,1986-01-01,,,,01,Not Eligible,NARAYAN CONSUL
0K4F,NARRUC ENERGY CORPORATION,855 2 ST SW SUITE 4500    CALGARY AB CA T2P 4K7,999-999-9999,STRUCK,2012-06-02,,,,01,Not Eligible,NARRUC ENERGY
0K4G,NASTAN RESOURCES LTD.,127 TIMBERSTONE COURT    CALGARY AB CA T3Z 3M6,403-205-4942,ACTIVE,1999-01-01,,,,01,Not Eligible,NASTAN RESOURC
0K4H,NATIONAL TRUST COMPANY,10060 JASPER AVE NW SUITE 202    EDMONTON AB CA T5J 3R8,999-999-9999,ACTIVE,1989-01-01,,,,01,Not Eligible,NATIONAL TRUST
0K4J,NAUSS WILLIAM EDWARD ,130 Thornburn Rd    Strathmore AB CA T1P 1C5,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"NAUSS, WILLIAM"
0K4K,NEALE MANAGEMENT CONSULTANTS LTD.,1920-520 5 Ave SW    Calgary AB CA T2P 3R7,403-262-4568,AMALGAMATED,2013-07-04,A6KR,ADVENTURE PETROLEUM (2013) INC.,2013-10-31,01,Not Eligible,NEALE MANAGEME
0K4L,TARRAGON OIL AND GAS LIMITED,1000-444 7 Ave SW    Calgary AB CA T2P 0X8,999-999-9999,ACTIVE,1994-01-01,,,,01,Not Eligible,NEOMAR RESOURC
0K4M,NERLAND RAY ,4916 Brisebois Dr NW    Calgary AB CA T2L 2G5,999-999-9999,NON REGISTERED,2002-10-01,,,,01,Not Eligible,"NERLAND, RAY"
0K4N,NEVARRO ENERGY LTD.,1400-700 4 Ave SW    Calgary AB CA T2P 3J4,403-663-2999,AMALGAMATED,2007-01-01,A0CG,PEARL E&P CANADA LTD.,2007-04-30,01,Not Eligible,NEVARRO ENERGY
0K4P,NEW DAWN (1993) LTD,UPSTREAM ACCOUNTING 707 8 AVE SW PO BOX 6525 STN D   CALGARY AB CA T2P 3G7,999-999-9999,STRUCK,2002-10-08,,,,01,Not Eligible,NEW DAWN (1993
